County,Year,Violent Crimes,Property Crimes,Population
Alameda,2000,0.0,0.0,1448768
Alameda,2001,0.0,0.0,1465564
Alameda,2002,0.0,0.0,1468468
Alameda,2003,0.0,0.0,1467187
Alameda,2004,0.0,0.0,1465540
Alameda,2005,0.0,0.0,1459882
Alameda,2006,0.0,0.0,1464839
Alameda,2007,0.0,0.0,1476401
Alameda,2008,0.0,0.0,1491781
Alameda,2009,0.0,0.0,1503827
Alameda,2010,0.0,0.0,1516617
Alameda,2011,0.0,0.0,1535986
Alameda,2012,0.0,0.0,1560713
Alameda,2013,0.0,0.0,1584064
Alameda,2014,0.0,0.0,1608614
Alameda,2014,0.0,0.0,1608614
Alameda,2015,0.0,0.0,1630159
Alameda,2016,0.0,0.0,1647332
Alameda,2017,0.0,0.0,1659750
Alameda,2018,0.0,0.0,1669659
Alameda,2019,0.0,0.0,1678926
Alameda,2020,0.0,0.0,1679664
Alameda,2021,0.0,0.0,1655767
Alameda,2022,0.0,0.0,1645265
Alameda,2023,0.0,0.0,1644199
Alpine,2000,10.0,77.0,1203
Alpine,2001,8.0,121.0,1237
Alpine,2002,9.0,122.0,1248
Alpine,2003,3.0,102.0,1249
Alpine,2004,11.0,82.0,1266
Alpine,2005,7.0,97.0,1208
Alpine,2006,13.0,88.0,1255
Alpine,2007,15.0,74.0,1248
Alpine,2008,14.0,73.0,1208
Alpine,2009,13.0,62.0,1180
Alpine,2010,10.0,77.0,1177
Alpine,2011,7.0,105.0,1181
Alpine,2012,8.0,43.0,1186
Alpine,2013,6.0,33.0,1193
Alpine,2014,4.0,24.0,1199
Alpine,2014,4.0,24.0,1199
Alpine,2015,9.0,35.0,1201
Alpine,2016,6.0,34.0,1207
Alpine,2017,13.0,32.0,1211
Alpine,2018,12.0,29.0,1208
Alpine,2019,13.0,32.0,1205
Alpine,2020,19.0,14.0,1202
Alpine,2021,19.0,23.0,1181
Alpine,2022,11.0,25.0,1177
Alpine,2023,9.0,10.0,1166
Amador,2000,179.0,674.0,35205
Amador,2001,141.0,887.0,35784
Amador,2002,146.0,941.0,36535
Amador,2003,117.0,929.0,36776
Amador,2004,121.0,0.0,37147
Amador,2005,140.0,0.0,37722
Amador,2006,131.0,844.0,37964
Amador,2007,154.0,831.0,38085
Amador,2008,127.0,0.0,37864
Amador,2009,107.0,856.0,37905
Amador,2010,110.0,840.0,37714
Amador,2011,98.0,972.0,37122
Amador,2012,130.0,797.0,36903
Amador,2013,100.0,798.0,36561
Amador,2014,81.0,629.0,36930
Amador,2014,81.0,629.0,36930
Amador,2015,84.0,602.0,36905
Amador,2016,92.0,669.0,37929
Amador,2017,115.0,649.0,38549
Amador,2018,118.0,596.0,40038
Amador,2019,110.0,670.0,40279
Amador,2020,156.0,582.0,40391
Amador,2021,135.0,716.0,40224
Amador,2022,136.0,500.0,40073
Amador,2023,101.0,392.0,40028
Butte,2000,699.0,0.0,203446
Butte,2001,629.0,0.0,205730
Butte,2002,542.0,0.0,208154
Butte,2003,693.0,0.0,210623
Butte,2004,752.0,0.0,212212
Butte,2005,752.0,0.0,213698
Butte,2006,787.0,0.0,215684
Butte,2007,977.0,0.0,217115
Butte,2008,836.0,0.0,218485
Butte,2009,932.0,0.0,219287
Butte,2010,762.0,0.0,220619
Butte,2011,576.0,0.0,222149
Butte,2012,684.0,0.0,224316
Butte,2013,634.0,0.0,225544
Butte,2014,678.0,0.0,227830
Butte,2014,678.0,0.0,227830
Butte,2015,778.0,0.0,229359
Butte,2016,790.0,0.0,230681
Butte,2017,921.0,0.0,233080
Butte,2018,0.0,0.0,234627
Butte,2019,0.0,0.0,226714
Butte,2020,0.0,0.0,210219
Butte,2021,0.0,0.0,206058
Butte,2022,0.0,0.0,206183
Butte,2023,0.0,0.0,205741
Calaveras,2000,118.0,914.0,40658
Calaveras,2001,128.0,0.0,41428
Calaveras,2002,201.0,0.0,42119
Calaveras,2003,222.0,877.0,43186
Calaveras,2004,127.0,0.0,43924
Calaveras,2005,153.0,925.0,44773
Calaveras,2006,56.0,944.0,45316
Calaveras,2007,68.0,785.0,45638
Calaveras,2008,93.0,829.0,45702
Calaveras,2009,84.0,788.0,45562
Calaveras,2010,93.0,825.0,45565
Calaveras,2011,120.0,0.0,45519
Calaveras,2012,101.0,0.0,45512
Calaveras,2013,130.0,0.0,45429
Calaveras,2014,113.0,989.0,45423
Calaveras,2014,113.0,989.0,45423
Calaveras,2015,129.0,808.0,45414
Calaveras,2016,178.0,656.0,45365
Calaveras,2017,208.0,790.0,45354
Calaveras,2018,197.0,860.0,45365
Calaveras,2019,145.0,838.0,45285
Calaveras,2020,158.0,766.0,45253
Calaveras,2021,185.0,677.0,45013
Calaveras,2022,257.0,676.0,44771
Calaveras,2023,187.0,631.0,44616
Colusa,2000,57.0,396.0,18880
Colusa,2001,55.0,497.0,19068
Colusa,2002,52.0,552.0,19391
Colusa,2003,61.0,632.0,19685
Colusa,2004,59.0,576.0,20184
Colusa,2005,51.0,568.0,20565
Colusa,2006,80.0,624.0,20893
Colusa,2007,66.0,602.0,21119
Colusa,2008,42.0,490.0,21172
Colusa,2009,59.0,527.0,21270
Colusa,2010,48.0,499.0,21322
Colusa,2011,45.0,495.0,21356
Colusa,2012,46.0,555.0,21406
Colusa,2013,43.0,535.0,21464
Colusa,2014,40.0,350.0,21414
Colusa,2014,40.0,350.0,21414
Colusa,2015,49.0,374.0,21455
Colusa,2016,46.0,357.0,21677
Colusa,2017,78.0,339.0,21792
Colusa,2018,57.0,365.0,21690
Colusa,2019,58.0,347.0,21745
Colusa,2020,61.0,331.0,21811
Colusa,2021,55.0,316.0,21899
Colusa,2022,65.0,361.0,21902
Colusa,2023,84.0,331.0,21981
Contra Costa,2000,0.0,0.0,953675
Contra Costa,2001,0.0,0.0,970496
Contra Costa,2002,0.0,0.0,978795
Contra Costa,2003,0.0,0.0,989705
Contra Costa,2004,0.0,0.0,998201
Contra Costa,2005,0.0,0.0,1004230
Contra Costa,2006,0.0,0.0,1010104
Contra Costa,2007,0.0,0.0,1021251
Contra Costa,2008,0.0,0.0,1033292
Contra Costa,2009,0.0,0.0,1043501
Contra Costa,2010,0.0,0.0,1053028
Contra Costa,2011,0.0,0.0,1068330
Contra Costa,2012,0.0,0.0,1082513
Contra Costa,2013,0.0,0.0,1098192
Contra Costa,2014,0.0,0.0,1112733
Contra Costa,2014,0.0,0.0,1112733
Contra Costa,2015,0.0,0.0,1128317
Contra Costa,2016,0.0,0.0,1141566
Contra Costa,2017,0.0,0.0,1149457
Contra Costa,2018,0.0,0.0,1158017
Contra Costa,2019,0.0,0.0,1162287
Contra Costa,2020,0.0,0.0,1165866
Contra Costa,2021,0.0,0.0,1159660
Contra Costa,2022,0.0,0.0,1150950
Contra Costa,2023,0.0,0.0,1148745
Del Norte,2000,118.0,818.0,27447
Del Norte,2001,121.0,812.0,27418
Del Norte,2002,112.0,974.0,27615
Del Norte,2003,120.0,832.0,27871
Del Norte,2004,181.0,924.0,28187
Del Norte,2005,120.0,804.0,28315
Del Norte,2006,94.0,667.0,28276
Del Norte,2007,86.0,514.0,28480
Del Norte,2008,114.0,580.0,28571
Del Norte,2009,108.0,643.0,28559
Del Norte,2010,111.0,747.0,28421
Del Norte,2011,160.0,761.0,28261
Del Norte,2012,155.0,687.0,28038
Del Norte,2013,175.0,589.0,27589
Del Norte,2014,165.0,649.0,27260
Del Norte,2014,165.0,649.0,27260
Del Norte,2015,142.0,592.0,27113
Del Norte,2016,168.0,608.0,27070
Del Norte,2017,151.0,692.0,26898
Del Norte,2018,137.0,595.0,27572
Del Norte,2019,109.0,804.0,27604
Del Norte,2020,199.0,637.0,27648
Del Norte,2021,230.0,570.0,27352
Del Norte,2022,175.0,637.0,26513
Del Norte,2023,149.0,620.0,26320
El Dorado,2000,702.0,0.0,158288
El Dorado,2001,563.0,0.0,161880
El Dorado,2002,524.0,0.0,164725
El Dorado,2003,481.0,0.0,167670
El Dorado,2004,467.0,0.0,170304
El Dorado,2005,482.0,0.0,173181
El Dorado,2006,614.0,0.0,175258
El Dorado,2007,471.0,0.0,177195
El Dorado,2008,451.0,0.0,178599
El Dorado,2009,520.0,0.0,179701
El Dorado,2010,485.0,0.0,181135
El Dorado,2011,390.0,0.0,180832
El Dorado,2012,444.0,0.0,180978
El Dorado,2013,390.0,0.0,181963
El Dorado,2014,409.0,0.0,181898
El Dorado,2014,409.0,0.0,181898
El Dorado,2015,338.0,0.0,182205
El Dorado,2016,389.0,0.0,182937
El Dorado,2017,294.0,0.0,184800
El Dorado,2018,475.0,0.0,187122
El Dorado,2019,323.0,0.0,187905
El Dorado,2020,372.0,0.0,191306
El Dorado,2021,531.0,0.0,191671
El Dorado,2022,526.0,0.0,190259
El Dorado,2023,564.0,0.0,189355
Fresno,2000,0.0,0.0,802224
Fresno,2001,0.0,0.0,815003
Fresno,2002,0.0,0.0,828637
Fresno,2003,0.0,0.0,845917
Fresno,2004,0.0,0.0,860226
Fresno,2005,0.0,0.0,871910
Fresno,2006,0.0,0.0,886376
Fresno,2007,0.0,0.0,899826
Fresno,2008,0.0,0.0,913239
Fresno,2009,0.0,0.0,923895
Fresno,2010,0.0,0.0,932842
Fresno,2011,0.0,0.0,941793
Fresno,2012,0.0,0.0,949363
Fresno,2013,0.0,0.0,955481
Fresno,2014,0.0,0.0,963010
Fresno,2014,0.0,0.0,963010
Fresno,2015,0.0,0.0,970859
Fresno,2016,0.0,0.0,977361
Fresno,2017,0.0,0.0,985393
Fresno,2018,0.0,0.0,993965
Fresno,2019,0.0,0.0,1001640
Fresno,2020,0.0,0.0,1007099
Fresno,2021,0.0,0.0,1010004
Fresno,2022,0.0,0.0,1013642
Fresno,2023,0.0,0.0,1017152
Glenn,2000,80.0,699.0,26555
Glenn,2001,95.0,739.0,26611
Glenn,2002,74.0,783.0,26792
Glenn,2003,75.0,872.0,27156
Glenn,2004,71.0,0.0,27264
Glenn,2005,73.0,825.0,27525
Glenn,2006,77.0,670.0,27731
Glenn,2007,70.0,602.0,28013
Glenn,2008,63.0,603.0,28120
Glenn,2009,54.0,566.0,28056
Glenn,2010,73.0,610.0,28220
Glenn,2011,65.0,642.0,28219
Glenn,2012,78.0,732.0,28009
Glenn,2013,151.0,714.0,28014
Glenn,2014,125.0,527.0,28075
Glenn,2014,125.0,527.0,28075
Glenn,2015,106.0,514.0,28001
Glenn,2016,103.0,559.0,28005
Glenn,2017,117.0,503.0,28072
Glenn,2018,80.0,603.0,28134
Glenn,2019,91.0,526.0,28525
Glenn,2020,152.0,446.0,28848
Glenn,2021,115.0,352.0,28687
Glenn,2022,118.0,300.0,28647
Glenn,2023,150.0,329.0,28596
Humboldt,2000,427.0,0.0,126665
Humboldt,2001,543.0,0.0,127348
Humboldt,2002,504.0,0.0,128755
Humboldt,2003,394.0,0.0,130179
Humboldt,2004,428.0,0.0,131243
Humboldt,2005,394.0,0.0,131689
Humboldt,2006,408.0,0.0,132226
Humboldt,2007,482.0,0.0,132657
Humboldt,2008,459.0,0.0,133201
Humboldt,2009,541.0,0.0,133766
Humboldt,2010,529.0,0.0,135187
Humboldt,2011,440.0,0.0,135810
Humboldt,2012,389.0,0.0,135500
Humboldt,2013,474.0,0.0,135676
Humboldt,2014,485.0,0.0,135710
Humboldt,2014,485.0,0.0,135710
Humboldt,2015,539.0,0.0,136348
Humboldt,2016,682.0,0.0,137346
Humboldt,2017,646.0,0.0,137492
Humboldt,2018,571.0,0.0,137493
Humboldt,2019,626.0,0.0,136740
Humboldt,2020,630.0,0.0,136193
Humboldt,2021,670.0,0.0,134709
Humboldt,2022,639.0,0.0,134560
Humboldt,2023,607.0,0.0,133968
Imperial,2000,707.0,0.0,143151
Imperial,2001,739.0,0.0,144726
Imperial,2002,680.0,0.0,147185
Imperial,2003,773.0,0.0,150909
Imperial,2004,687.0,0.0,153937
Imperial,2005,785.0,0.0,157657
Imperial,2006,663.0,0.0,162532
Imperial,2007,545.0,0.0,166894
Imperial,2008,474.0,0.0,170104
Imperial,2009,590.0,0.0,173241
Imperial,2010,618.0,0.0,175188
Imperial,2011,452.0,0.0,176872
Imperial,2012,500.0,0.0,177385
Imperial,2013,517.0,0.0,177312
Imperial,2014,583.0,0.0,178967
Imperial,2014,583.0,0.0,178967
Imperial,2015,723.0,0.0,179952
Imperial,2016,676.0,0.0,180280
Imperial,2017,628.0,0.0,180627
Imperial,2018,645.0,0.0,180627
Imperial,2019,589.0,0.0,180809
Imperial,2020,582.0,0.0,180304
Imperial,2021,560.0,0.0,179707
Imperial,2022,527.0,0.0,180669
Imperial,2023,456.0,0.0,182090
Inyo,2000,55.0,406.0,18116
Inyo,2001,52.0,373.0,18207
Inyo,2002,81.0,343.0,18415
Inyo,2003,45.0,365.0,18507
Inyo,2004,52.0,428.0,18559
Inyo,2005,86.0,437.0,18463
Inyo,2006,74.0,323.0,18421
Inyo,2007,135.0,331.0,18447
Inyo,2008,85.0,377.0,18383
Inyo,2009,80.0,270.0,18448
Inyo,2010,69.0,245.0,18560
Inyo,2011,68.0,267.0,18624
Inyo,2012,83.0,325.0,18702
Inyo,2013,75.0,308.0,18761
Inyo,2014,106.0,303.0,18873
Inyo,2014,106.0,303.0,18873
Inyo,2015,97.0,240.0,18911
Inyo,2016,114.0,334.0,18956
Inyo,2017,128.0,514.0,18945
Inyo,2018,122.0,394.0,18953
Inyo,2019,94.0,393.0,18947
Inyo,2020,127.0,321.0,18955
Inyo,2021,121.0,337.0,18881
Inyo,2022,129.0,340.0,18856
Inyo,2023,168.0,267.0,18740
Kern,2000,0.0,0.0,664373
Kern,2001,0.0,0.0,679674
Kern,2002,0.0,0.0,696504
Kern,2003,0.0,0.0,717797
Kern,2004,0.0,0.0,740022
Kern,2005,0.0,0.0,761972
Kern,2006,0.0,0.0,786220
Kern,2007,0.0,0.0,805798
Kern,2008,0.0,0.0,819891
Kern,2009,0.0,0.0,831134
Kern,2010,0.0,0.0,841932
Kern,2011,0.0,0.0,850117
Kern,2012,0.0,0.0,858439
Kern,2013,0.0,0.0,867036
Kern,2014,0.0,0.0,872913
Kern,2014,0.0,0.0,872913
Kern,2015,0.0,0.0,878081
Kern,2016,0.0,0.0,880702
Kern,2017,0.0,0.0,888203
Kern,2018,0.0,0.0,895655
Kern,2019,0.0,0.0,903150
Kern,2020,0.0,0.0,905446
Kern,2021,0.0,0.0,908274
Kern,2022,0.0,0.0,910910
Kern,2023,0.0,0.0,908297
Kings,2000,364.0,0.0,129764
Kings,2001,347.0,0.0,132441
Kings,2002,408.0,0.0,134664
Kings,2003,434.0,0.0,138772
Kings,2004,462.0,0.0,142617
Kings,2005,547.0,0.0,144601
Kings,2006,535.0,0.0,147496
Kings,2007,441.0,0.0,150378
Kings,2008,614.0,0.0,151834
Kings,2009,562.0,0.0,151794
Kings,2010,533.0,0.0,152355
Kings,2011,542.0,0.0,151488
Kings,2012,767.0,0.0,149766
Kings,2013,725.0,0.0,149667
Kings,2014,696.0,0.0,148494
Kings,2014,696.0,0.0,148494
Kings,2015,694.0,0.0,148525
Kings,2016,639.0,0.0,147615
Kings,2017,754.0,0.0,148933
Kings,2018,784.0,0.0,151040
Kings,2019,757.0,0.0,151691
Kings,2020,777.0,0.0,152408
Kings,2021,686.0,0.0,151674
Kings,2022,647.0,0.0,151865
Kings,2023,656.0,0.0,152548
Lake,2000,234.0,0.0,58479
Lake,2001,213.0,0.0,60046
Lake,2002,270.0,0.0,61005
Lake,2003,336.0,0.0,61981
Lake,2004,301.0,0.0,62633
Lake,2005,252.0,0.0,63107
Lake,2006,329.0,0.0,63792
Lake,2007,228.0,0.0,63986
Lake,2008,298.0,0.0,64370
Lake,2009,277.0,0.0,64396
Lake,2010,292.0,0.0,65981
Lake,2011,331.0,0.0,66259
Lake,2012,376.0,0.0,67017
Lake,2013,356.0,0.0,67300
Lake,2014,307.0,0.0,67677
Lake,2014,307.0,0.0,67677
Lake,2015,346.0,0.0,66931
Lake,2016,379.0,0.0,66945
Lake,2017,396.0,0.0,67963
Lake,2018,338.0,0.0,68358
Lake,2019,347.0,0.0,68114
Lake,2020,351.0,0.0,67833
Lake,2021,392.0,0.0,67630
Lake,2022,478.0,0.0,67363
Lake,2023,447.0,980.0,66875
Lassen,2000,73.0,423.0,33871
Lassen,2001,72.0,445.0,33650
Lassen,2002,80.0,517.0,33603
Lassen,2003,89.0,535.0,34053
Lassen,2004,100.0,530.0,34574
Lassen,2005,101.0,462.0,34528
Lassen,2006,89.0,506.0,35011
Lassen,2007,104.0,526.0,35749
Lassen,2008,121.0,449.0,35120
Lassen,2009,96.0,355.0,34773
Lassen,2010,118.0,507.0,34878
Lassen,2011,120.0,478.0,34813
Lassen,2012,132.0,531.0,33533
Lassen,2013,127.0,576.0,33040
Lassen,2014,140.0,521.0,32725
Lassen,2014,140.0,521.0,32725
Lassen,2015,220.0,591.0,31697
Lassen,2016,225.0,513.0,32309
Lassen,2017,270.0,598.0,32655
Lassen,2018,254.0,531.0,32936
Lassen,2019,274.0,419.0,32857
Lassen,2020,210.0,354.0,31917
Lassen,2021,80.0,379.0,31049
Lassen,2022,143.0,447.0,29711
Lassen,2023,148.0,360.0,28137
Los Angeles,2000,0.0,0.0,9543983
Los Angeles,2001,0.0,0.0,9635795
Los Angeles,2002,0.0,0.0,9722444
Los Angeles,2003,0.0,0.0,9791022
Los Angeles,2004,0.0,0.0,9822508
Los Angeles,2005,0.0,0.0,9809557
Los Angeles,2006,0.0,0.0,9787327
Los Angeles,2007,0.0,0.0,9773894
Los Angeles,2008,0.0,0.0,9796812
Los Angeles,2009,0.0,0.0,9805233
Los Angeles,2010,0.0,0.0,9842625
Los Angeles,2011,0.0,0.0,9893861
Los Angeles,2012,0.0,0.0,9970512
Los Angeles,2013,0.0,0.0,10012612
Los Angeles,2014,0.0,0.0,10052498
Los Angeles,2014,0.0,0.0,10052498
Los Angeles,2015,0.0,0.0,10083826
Los Angeles,2016,0.0,0.0,10099858
Los Angeles,2017,0.0,0.0,10114636
Los Angeles,2018,0.0,0.0,10100671
Los Angeles,2019,0.0,0.0,10063851
Los Angeles,2020,0.0,0.0,10019274
Los Angeles,2021,0.0,0.0,9909370
Los Angeles,2022,0.0,0.0,9839078
Los Angeles,2023,0.0,0.0,9811463
Madera,2000,804.0,0.0,124265
Madera,2001,671.0,0.0,126456
Madera,2002,747.0,0.0,128484
Madera,2003,864.0,0.0,132814
Madera,2004,723.0,0.0,136488
Madera,2005,731.0,0.0,139868
Madera,2006,777.0,0.0,143528
Madera,2007,746.0,0.0,146806
Madera,2008,744.0,0.0,149114
Madera,2009,685.0,0.0,150151
